LGA_CODE_2021,LGA_NAME_2021,SA3_CODE_2021,SA3_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
14900,Liverpool,12701,Bringelly - Green Valley,0.4078021,Poor,Poor,0
14900,Liverpool,12702,Fairfield,0.0023561,Good,Poor,1
14900,Liverpool,12703,Liverpool,0.5807343,Poor,Poor,0
14920,Liverpool Plains,10604,Upper Hunter,1.3e-06,Good,Poor,1
14920,Liverpool Plains,11004,Tamworth - Gunnedah,0.9999987,Good,Poor,0
14950,Lockhart,10901,Albury,0.0024034,Good,Poor,1
14950,Lockhart,10903,Upper Murray exc. Albury,3e-06,Good,Poor,1
14950,Lockhart,11303,Wagga Wagga,0.9975936,Good,Poor,0
15050,Maitland,10601,Lower Hunter,0.0030185,Good,Poor,1
15050,Maitland,10602,Maitland,0.9632511,Good,Poor,0
15050,Maitland,11103,Newcastle,0.0337305,Good,Poor,0
15240,Mid-Coast,10603,Port Stephens,0.0606626,Acceptable,Poor,0
15240,Mid-Coast,10801,Great Lakes,0.3447811,Poor,Poor,0
15240,Mid-Coast,10804,Port Macquarie,0.0001658,Good,Poor,1
15240,Mid-Coast,10805,Taree - Gloucester,0.5943904,Poor,Poor,0
15270,Mid-Western Regional,10303,Lithgow - Mudgee,0.9999992,Good,Poor,0
15270,Mid-Western Regional,10503,Dubbo,8e-07,Good,Poor,1
15300,Moree Plains,11003,Moree - Narrabri,1,Good,Poor,0
15350,Mosman,12104,North Sydney - Mosman,1,Good,Poor,0
15520,Murray River,10902,Lower Murray,0.0393304,Good,Poor,0
15520,Murray River,10903,Upper Murray exc. Albury,0.9606696,Good,Poor,0
15560,Murrumbidgee,10903,Upper Murray exc. Albury,0.3340524,Good,Poor,0
15560,Murrumbidgee,11301,Griffith - Murrumbidgee (West),0.6659476,Good,Poor,0
15650,Muswellbrook,10604,Upper Hunter,1,Good,Poor,0
15700,Nambucca Valley,10402,Coffs Harbour,1.5e-06,Good,Poor,1
15700,Nambucca Valley,10802,Kempsey - Nambucca,0.9999985,Good,Poor,0
15750,Narrabri,11003,Moree - Narrabri,0.9061041,Good,Poor,0
15750,Narrabri,11004,Tamworth - Gunnedah,0.0938959,Good,Poor,0
15800,Narrandera,11301,Griffith - Murrumbidgee (West),1,Good,Poor,0
15850,Narromine,10503,Dubbo,1,Good,Poor,0
15900,Newcastle,11101,Lake Macquarie - East,0.003262,Poor,Poor,1
15900,Newcastle,11102,Lake Macquarie - West,1e-07,Poor,Poor,1
15900,Newcastle,11103,Newcastle,0.9967379,Good,Poor,0
15950,North Sydney,12101,Chatswood - Lane Cove,0.0362796,Good,Poor,0
15950,North Sydney,12104,North Sydney - Mosman,0.9637204,Good,Poor,0
15990,Northern Beaches,12201,Manly,0.1640104,Poor,Poor,0
15990,Northern Beaches,12202,Pittwater,0.2406725,Poor,Poor,0
15990,Northern Beaches,12203,Warringah,0.5953172,Poor,Poor,0
16100,Oberon,10301,Bathurst,0.9999982,Good,Poor,0
16100,Oberon,12402,Blue Mountains - South,1.8e-06,Poor,Poor,1
16150,Orange,10304,Orange,1,Good,Poor,0
16200,Parkes,10302,Lachlan Valley,1,Good,Poor,0
16260,Parramatta,11601,Blacktown,2e-07,Poor,Poor,1
16260,Parramatta,12501,Auburn,0.115561,Poor,Poor,0
16260,Parramatta,12502,Carlingford,0.2885341,Poor,Poor,0
16260,Parramatta,12503,Merrylands - Guildford,0.0135899,Poor,Poor,0
16260,Parramatta,12504,Parramatta,0.4526497,Poor,Poor,0
16260,Parramatta,12601,Pennant Hills - Epping,0.1107633,Poor,Poor,0
16260,Parramatta,12602,Ryde - Hunters Hill,0.0189018,Good,Poor,0
16350,Penrith,12403,Penrith,0.7005547,Poor,Poor,0
16350,Penrith,12404,Richmond - Windsor,0.030653,Poor,Poor,0
16350,Penrith,12405,St Marys,0.2608856,Poor,Poor,0
16350,Penrith,12702,Fairfield,0.0079068,Good,Poor,1
16380,Port Macquarie-Hastings,10804,Port Macquarie,0.9999999,Good,Poor,0
16380,Port Macquarie-Hastings,10805,Taree - Gloucester,1e-07,Poor,Poor,1
16400,Port Stephens,10603,Port Stephens,0.9364027,Acceptable,Poor,0
16400,Port Stephens,11103,Newcastle,0.0635973,Good,Poor,0
16490,Queanbeyan-Palerang Regional,10102,Queanbeyan,0.9976602,Good,Poor,0
16490,Queanbeyan-Palerang Regional,10105,Goulburn - Mulwaree,0.0023398,Good,Poor,1
16550,Randwick,11701,Botany,4.53e-05,Poor,Poor,1
16550,Randwick,11801,Eastern Suburbs - North,6e-07,Good,Poor,1
16550,Randwick,11802,Eastern Suburbs - South,0.9999541,Good,Poor,0
16610,Richmond Valley,10401,Clarence Valley,1.3e-06,Good,Poor,1
16610,Richmond Valley,11201,Richmond Valley - Coastal,0.2345423,Good,Poor,0
16610,Richmond Valley,11202,Richmond Valley - Hinterland,0.7654564,Good,Poor,0
16700,Ryde,12101,Chatswood - Lane Cove,0.0026038,Good,Poor,1
16700,Ryde,12602,Ryde - Hunters Hill,0.9973962,Good,Poor,0
16900,Shellharbour,10703,Kiama - Shellharbour,1,Good,Poor,0
16950,Shoalhaven,10104,South Coast,0.0018284,Good,Poor,1
16950,Shoalhaven,10703,Kiama - Shellharbour,6e-07,Good,Poor,1
16950,Shoalhaven,11401,Shoalhaven,0.9981711,Good,Poor,0
17000,Singleton,10303,Lithgow - Mudgee,4e-07,Good,Poor,1
17000,Singleton,10601,Lower Hunter,0.9999996,Good,Poor,0
17040,Snowy Monaro Regional,10102,Queanbeyan,0.0438113,Good,Poor,0
17040,Snowy Monaro Regional,10103,Snowy Mountains,0.9561864,Good,Poor,0
17040,Snowy Monaro Regional,10104,South Coast,1.9e-06,Good,Poor,1
17040,Snowy Monaro Regional,11302,Tumut - Tumbarumba,5e-07,Good,Poor,1
17080,Snowy Valleys,10106,Young - Yass,7e-07,Good,Poor,1
17080,Snowy Valleys,11302,Tumut - Tumbarumba,0.9999993,Good,Poor,0
17100,Strathfield,11901,Bankstown,0.0359359,Poor,Poor,0
17100,Strathfield,11902,Canterbury,0.0338714,Poor,Poor,0
17100,Strathfield,12003,Strathfield - Burwood - Ashfield,0.9301927,Poor,Poor,0
17150,Sutherland Shire,10704,Wollongong,0,Poor,Poor,1
17150,Sutherland Shire,12302,Campbelltown (NSW),1e-07,Good,Poor,1
17150,Sutherland Shire,12703,Liverpool,0.002603,Poor,Poor,1
17150,Sutherland Shire,12801,Cronulla - Miranda - Caringbah,0.5120196,Poor,Poor,0
17150,Sutherland Shire,12802,Sutherland - Menai - Heathcote,0.4853773,Poor,Poor,0
17200,Sydney,11702,Marrickville - Sydenham - Petersham,7.1e-05,Poor,Poor,1
17200,Sydney,11703,Sydney Inner City,0.9760325,Good,Poor,0
17200,Sydney,11801,Eastern Suburbs - North,0.0238962,Good,Poor,0
17200,Sydney,12002,Leichhardt,2e-07,Poor,Poor,1
17310,Tamworth Regional,11001,Armidale,0.0024946,Good,Poor,1
17310,Tamworth Regional,11002,Inverell - Tenterfield,0.0001909,Good,Poor,1
17310,Tamworth Regional,11004,Tamworth - Gunnedah,0.9973145,Good,Poor,0
17350,Temora,11303,Wagga Wagga,1,Good,Poor,0
17400,Tenterfield,11002,Inverell - Tenterfield,1,Good,Poor,0
17420,The Hills Shire,11501,Baulkham Hills,0.6755315,Poor,Poor,0
17420,The Hills Shire,11502,Dural - Wisemans Ferry,0.0774389,Poor,Poor,0
17420,The Hills Shire,11504,Rouse Hill - McGraths Hill,0.2383505,Poor,Poor,0
17420,The Hills Shire,11601,Blacktown,0.0047147,Poor,Poor,1
17420,The Hills Shire,12502,Carlingford,1e-07,Poor,Poor,1
17420,The Hills Shire,12504,Parramatta,0.0039642,Poor,Poor,1
17550,Tweed,11203,Tweed Valley,1,Good,Poor,0
17620,Upper Hunter Shire,10303,Lithgow - Mudgee,0.0002124,Good,Poor,1
17620,Upper Hunter Shire,10604,Upper Hunter,0.9997876,Good,Poor,0
17640,Upper Lachlan Shire,10105,Goulburn - Mulwaree,0.8081218,Good,Poor,0
17640,Upper Lachlan Shire,10106,Young - Yass,0.1918782,Good,Poor,0
17650,Uralla,11001,Armidale,0.9150868,Good,Poor,0
17650,Uralla,11002,Inverell - Tenterfield,0.0849132,Good,Poor,0
17750,Wagga Wagga,11303,Wagga Wagga,1,Good,Poor,0
17850,Walcha,11001,Armidale,1,Good,Poor,0
17900,Walgett,10501,Bourke - Cobar - Coonamble,1,Good,Poor,0
17950,Warren,10501,Bourke - Cobar - Coonamble,0.9221867,Good,Poor,0
17950,Warren,10503,Dubbo,0.0778133,Good,Poor,0
18020,Warrumbungle Shire,10303,Lithgow - Mudgee,0.1416324,Good,Poor,0
18020,Warrumbungle Shire,10503,Dubbo,0.8583676,Good,Poor,0
18050,Waverley,11801,Eastern Suburbs - North,1,Good,Poor,0
18100,Weddin,10302,Lachlan Valley,1,Good,Poor,0
18200,Wentworth,10902,Lower Murray,1,Good,Poor,0
18250,Willoughby,12101,Chatswood - Lane Cove,0.9943396,Good,Poor,0
18250,Willoughby,12103,Ku-ring-gai,0.0056604,Good,Poor,1
18350,Wingecarribee,10105,Goulburn - Mulwaree,0.0001142,Good,Poor,1
18350,Wingecarribee,10702,Illawarra Catchment Reserve,1.5e-06,Poor,Poor,1
18350,Wingecarribee,11401,Shoalhaven,5.72e-05,Good,Poor,1
18350,Wingecarribee,11402,Southern Highlands,0.997591,Good,Poor,0
18350,Wingecarribee,12303,Wollondilly,0.002236,Acceptable,Poor,1
18400,Wollondilly,10702,Illawarra Catchment Reserve,7.46e-05,Poor,Poor,1
18400,Wollondilly,10704,Wollongong,0.000315,Poor,Poor,1
18400,Wollondilly,12301,Camden,0.0410593,Poor,Poor,0
18400,Wollondilly,12303,Wollondilly,0.8474552,Acceptable,Poor,0
18400,Wollondilly,12402,Blue Mountains - South,5.9e-05,Poor,Poor,1
18400,Wollondilly,12403,Penrith,0.1110368,Poor,Poor,0
18450,Wollongong,10701,Dapto - Port Kembla,0.3724011,Poor,Poor,0
18450,Wollongong,10702,Illawarra Catchment Reserve,2.01e-05,Poor,Poor,1
18450,Wollongong,10704,Wollongong,0.6275788,Poor,Poor,0
18500,Woollahra,11801,Eastern Suburbs - North,1,Good,Poor,0
18710,Yass Valley,10105,Goulburn - Mulwaree,0.0004057,Good,Poor,1
18710,Yass Valley,10106,Young - Yass,0.9995938,Good,Poor,0
18710,Yass Valley,11302,Tumut - Tumbarumba,6e-07,Good,Poor,1
19399,Unincorporated NSW,10502,Broken Hill and Far West,0.5497438,Good,Poor,0
19399,Unincorporated NSW,10803,Lord Howe Island,0.4461986,Poor,Poor,0
19399,Unincorporated NSW,11703,Sydney Inner City,0.0040476,Good,Poor,1
19399,Unincorporated NSW,11801,Eastern Suburbs - North,1.01e-05,Good,Poor,1
20110,Alpine,20403,Wodonga - Alpine,1,Good,Poor,0
20260,Ararat,20103,Maryborough - Pyrenees,0.0172866,Acceptable,Poor,0
20260,Ararat,21501,Grampians,0.9827134,Good,Poor,0
20570,Ballarat,20101,Ballarat,0.9821336,Good,Poor,0
20570,Ballarat,20102,Creswick - Daylesford - Ballan,0.0149399,Poor,Poor,0
20570,Ballarat,20103,Maryborough - Pyrenees,0.0029265,Acceptable,Poor,1
20660,Banyule,20901,Banyule,1,Good,Poor,0
20740,Bass Coast,20503,Gippsland - South West,1,Good,Poor,0
20830,Baw Baw,20501,Baw Baw,0.9977416,Good,Poor,0
20830,Baw Baw,20503,Gippsland - South West,0.001355,Good,Poor,1
20830,Baw Baw,20504,Latrobe Valley,0.0009034,Good,Poor,1
20910,Bayside (Vic.),20801,Bayside,1,Good,Poor,0
21010,Benalla,20401,Upper Goulburn Valley,2.1e-06,Poor,Poor,1
21010,Benalla,20402,Wangaratta - Benalla,0.9999979,Good,Poor,0
21110,Boroondara,20701,Boroondara,0.9999996,Good,Poor,0
21110,Boroondara,20702,Manningham - West,4e-07,Acceptable,Poor,1
21180,Brimbank,21001,Keilor,0.0439367,Poor,Poor,0
21180,Brimbank,21301,Brimbank,0.9560633,Good,Poor,0
21270,Buloke,21503,Murray River - Swan Hill,1,Good,Poor,0
21370,Campaspe,21601,Campaspe,1,Good,Poor,0
21450,Cardinia,21105,Yarra Ranges,0.0014969,Good,Poor,1
21450,Cardinia,21201,Cardinia,0.9985031,Good,Poor,0
21610,Casey,21202,Casey - North,0.37582,Poor,Poor,0
21610,Casey,21203,Casey - South,0.62418,Poor,Poor,0
21670,Central Goldfields,20103,Maryborough - Pyrenees,0.9993279,Acceptable,Poor,0
21670,Central Goldfields,20202,Heathcote - Castlemaine - Kyneton,0.0006721,Poor,Poor,1
21750,Colac Otway,21703,Colac - Corangamite,1,Good,Poor,0
21830,Corangamite,21703,Colac - Corangamite,0.989215,Good,Poor,0
21830,Corangamite,21704,Warrnambool,0.010785,Good,Poor,0
21890,Darebin,20602,Darebin - South,0.3585519,Poor,Poor,0
21890,Darebin,20902,Darebin - North,0.6414481,Poor,Poor,0
22110,East Gippsland,20502,Gippsland - East,0.9997082,Good,Poor,0
22110,East Gippsland,20505,Wellington,0.0002918,Good,Poor,1
22170,Frankston,21401,Frankston,1,Good,Poor,0
22250,Gannawarra,21503,Murray River - Swan Hill,1,Good,Poor,0
22310,Glen Eira,20802,Glen Eira,1,Good,Poor,0
22410,Glenelg,21701,Glenelg - Southern Grampians,0.9999995,Good,Poor,0
22410,Glenelg,21704,Warrnambool,5e-07,Good,Poor,1
22490,Golden Plains,20101,Ballarat,0.1689643,Good,Poor,0
22490,Golden Plains,20103,Maryborough - Pyrenees,0.1965731,Acceptable,Poor,0
22490,Golden Plains,20301,Barwon - West,0.6344626,Poor,Poor,0
22620,Greater Bendigo,20201,Bendigo,0.8484577,Acceptable,Poor,0
22620,Greater Bendigo,20202,Heathcote - Castlemaine - Kyneton,0.1122512,Poor,Poor,0
22620,Greater Bendigo,20203,Loddon - Elmore,0.039291,Poor,Poor,0
22670,Greater Dandenong,21204,Dandenong,1,Acceptable,Poor,0
22750,Greater Geelong,20302,Geelong,0.7819064,Acceptable,Poor,0
22750,Greater Geelong,20303,Surf Coast - Bellarine Peninsula,0.2180936,Poor,Poor,0
22830,Greater Shepparton,20402,Wangaratta - Benalla,0.0006443,Good,Poor,1
22830,Greater Shepparton,21601,Campaspe,0.0023123,Good,Poor,1
22830,Greater Shepparton,21603,Shepparton,0.9970434,Good,Poor,0
22910,Hepburn,20102,Creswick - Daylesford - Ballan,0.999699,Poor,Poor,0
22910,Hepburn,20103,Maryborough - Pyrenees,0.000301,Acceptable,Poor,1
22980,Hindmarsh,21501,Grampians,1,Good,Poor,0
23110,Hobsons Bay,21302,Hobsons Bay,0.9482287,Good,Poor,0
23110,Hobsons Bay,21305,Wyndham,0.0517713,Good,Poor,0
23190,Horsham,21501,Grampians,1,Good,Poor,0
23270,Hume,21001,Keilor,2.09e-05,Poor,Poor,1
23270,Hume,21004,Sunbury,0.163361,Poor,Poor,0
23270,Hume,21005,Tullamarine - Broadmeadows,0.8366181,Acceptable,Poor,0
23350,Indigo,20402,Wangaratta - Benalla,0.2341322,Good,Poor,0
23350,Indigo,20403,Wodonga - Alpine,0.7658678,Good,Poor,0
23430,Kingston (Vic.),20803,Kingston,0.7759733,Acceptable,Poor,0
23430,Kingston (Vic.),21204,Dandenong,0.2240267,Acceptable,Poor,0
23670,Knox,21101,Knox,1,Good,Poor,0
23810,Latrobe (Vic.),20501,Baw Baw,0.0028934,Good,Poor,1
23810,Latrobe (Vic.),20503,Gippsland - South West,0.0008011,Good,Poor,1
23810,Latrobe (Vic.),20504,Latrobe Valley,0.9963055,Good,Poor,0
23940,Loddon,20103,Maryborough - Pyrenees,0.0276384,Acceptable,Poor,0
23940,Loddon,20202,Heathcote - Castlemaine - Kyneton,0.0143249,Poor,Poor,0
23940,Loddon,20203,Loddon - Elmore,0.9580367,Poor,Poor,0
24130,Macedon Ranges,20202,Heathcote - Castlemaine - Kyneton,0.3589435,Poor,Poor,0
24130,Macedon Ranges,21002,Macedon Ranges,0.6410565,Poor,Poor,0
24210,Manningham,20702,Manningham - West,0.7893009,Acceptable,Poor,0
24210,Manningham,21102,Manningham - East,0.2081094,Poor,Poor,0
24210,Manningham,21104,Whitehorse - East,0.0025896,Poor,Poor,1
24250,Mansfield,20401,Upper Goulburn Valley,0.9999951,Poor,Poor,0
24250,Mansfield,20402,Wangaratta - Benalla,4.9e-06,Good,Poor,1
24330,Maribyrnong,21303,Maribyrnong,1,Good,Poor,0
24410,Maroondah,21103,Maroondah,0.995948,Good,Poor,0
24410,Maroondah,21104,Whitehorse - East,0.004052,Poor,Poor,1
24600,Melbourne,20604,Melbourne City,0.9998974,Good,Poor,0
24600,Melbourne,20605,Port Phillip,0.0001024,Good,Poor,1
24600,Melbourne,20607,Yarra,2e-07,Good,Poor,1
24650,Melton,21004,Sunbury,0.0293129,Poor,Poor,0
24650,Melton,21304,Melton - Bacchus Marsh,0.9706871,Good,Poor,0
24780,Mildura,21502,Mildura,1,Good,Poor,0
24850,Mitchell,20401,Upper Goulburn Valley,0.5427511,Poor,Poor,0
24850,Mitchell,20904,Whittlesea - Wallan,0.4572489,Good,Poor,0
24900,Moira,21602,Moira,1,Good,Poor,0
24970,Monash,20802,Glen Eira,0.0396261,Good,Poor,0
24970,Monash,21205,Monash,0.9603739,Good,Poor,0
25060,Moonee Valley,20603,Essendon,0.5636398,Poor,Poor,0
25060,Moonee Valley,20604,Melbourne City,2e-07,Good,Poor,1
25060,Moonee Valley,21001,Keilor,0.43636,Poor,Poor,0
25150,Moorabool,20101,Ballarat,0.0067002,Good,Poor,1
25150,Moorabool,20102,Creswick - Daylesford - Ballan,0.3366068,Poor,Poor,0
25150,Moorabool,21304,Melton - Bacchus Marsh,0.6566931,Good,Poor,0
25250,Moreland,20601,Brunswick - Coburg,0.5242853,Poor,Poor,0
25250,Moreland,20607,Yarra,0.0055322,Good,Poor,1
25250,Moreland,21003,Moreland - North,0.4701824,Poor,Poor,0
25340,Mornington Peninsula,21402,Mornington Peninsula,1,Good,Poor,0
25430,Mount Alexander,20103,Maryborough - Pyrenees,0.0005931,Acceptable,Poor,1
25430,Mount Alexander,20202,Heathcote - Castlemaine - Kyneton,0.9994069,Poor,Poor,0
25490,Moyne,21701,Glenelg - Southern Grampians,0.0047356,Good,Poor,1
25490,Moyne,21703,Colac - Corangamite,0.0071031,Good,Poor,1
25490,Moyne,21704,Warrnambool,0.9881613,Good,Poor,0
25620,Murrindindi,20401,Upper Goulburn Valley,0.7237021,Poor,Poor,0
25620,Murrindindi,20903,Nillumbik - Kinglake,0.2762979,Good,Poor,0
25710,Nillumbik,20901,Banyule,2e-07,Good,Poor,1
25710,Nillumbik,20903,Nillumbik - Kinglake,0.9999998,Good,Poor,0
25810,Northern Grampians,21501,Grampians,1,Good,Poor,0
25900,Port Phillip,20605,Port Phillip,1,Good,Poor,0
25990,Pyrenees,20103,Maryborough - Pyrenees,0.9958333,Acceptable,Poor,0
25990,Pyrenees,21501,Grampians,0.0041667,Good,Poor,1
26080,Queenscliffe,20303,Surf Coast - Bellarine Peninsula,1,Poor,Poor,0
26170,South Gippsland,20501,Baw Baw,0.0005567,Good,Poor,1
26170,South Gippsland,20503,Gippsland - South West,0.9966611,Good,Poor,0
26170,South Gippsland,20504,Latrobe Valley,0.0027822,Good,Poor,1
26260,Southern Grampians,21701,Glenelg - Southern Grampians,0.998374,Good,Poor,0
26260,Southern Grampians,21704,Warrnambool,0.001626,Good,Poor,1
26350,Stonnington,20606,Stonnington - West,0.5972775,Poor,Poor,0
26350,Stonnington,20804,Stonnington - East,0.4027225,Poor,Poor,0
26430,Strathbogie,20401,Upper Goulburn Valley,0.9974724,Poor,Poor,0
26430,Strathbogie,20402,Wangaratta - Benalla,0.0025276,Good,Poor,1
26490,Surf Coast,20301,Barwon - West,0.1756792,Poor,Poor,0
26490,Surf Coast,20303,Surf Coast - Bellarine Peninsula,0.8239219,Poor,Poor,0
26490,Surf Coast,21703,Colac - Corangamite,0.0003989,Good,Poor,1
26610,Swan Hill,21503,Murray River - Swan Hill,1,Good,Poor,0
26670,Towong,20403,Wodonga - Alpine,1,Good,Poor,0
26700,Wangaratta,20402,Wangaratta - Benalla,1,Good,Poor,0
26730,Warrnambool,21704,Warrnambool,1,Good,Poor,0
26810,Wellington,20502,Gippsland - East,0.0028098,Good,Poor,1
26810,Wellington,20503,Gippsland - South West,9e-07,Good,Poor,1
26810,Wellington,20505,Wellington,0.9971893,Good,Poor,0
26890,West Wimmera,21501,Grampians,1,Good,Poor,0
26980,Whitehorse,20702,Manningham - West,1e-07,Acceptable,Poor,1
26980,Whitehorse,20703,Whitehorse - West,0.6326852,Poor,Poor,0
26980,Whitehorse,21104,Whitehorse - East,0.3673147,Poor,Poor,0
27070,Whittlesea,20904,Whittlesea - Wallan,1,Good,Poor,0
27170,Wodonga,20403,Wodonga - Alpine,1,Good,Poor,0
27260,Wyndham,21305,Wyndham,1,Good,Poor,0
27350,Yarra,20607,Yarra,1,Good,Poor,0
27450,Yarra Ranges,20401,Upper Goulburn Valley,0.0015507,Poor,Poor,1
27450,Yarra Ranges,21101,Knox,0.0002626,Good,Poor,1
27450,Yarra Ranges,21102,Manningham - East,0.0024722,Poor,Poor,1
27450,Yarra Ranges,21105,Yarra Ranges,0.9936073,Good,Poor,0
27450,Yarra Ranges,21201,Cardinia,0.0021072,Good,Poor,1
27630,Yarriambiack,21501,Grampians,1,Good,Poor,0
29399,Unincorporated Vic,20401,Upper Goulburn Valley,0.3465762,Poor,Poor,0
29399,Unincorporated Vic,20403,Wodonga - Alpine,0.4767234,Good,Poor,0
29399,Unincorporated Vic,20501,Baw Baw,0.0315079,Good,Poor,0
29399,Unincorporated Vic,20502,Gippsland - East,1.05e-05,Good,Poor,1
29399,Unincorporated Vic,20503,Gippsland - South West,0.145161,Good,Poor,0
29399,Unincorporated Vic,21402,Mornington Peninsula,1.05e-05,Good,Poor,1
29399,Unincorporated Vic,21704,Warrnambool,1.05e-05,Good,Poor,1
30250,Aurukun,31501,Far North,1,Acceptable,Poor,0
30300,Balonne,30701,Darling Downs (West) - Maranoa,1,Acceptable,Poor,0
30370,Banana,30804,Biloela,1,Good,Poor,0
30410,Barcaldine,31503,Outback - South,1,Good,Poor,0
30450,Barcoo,31503,Outback - South,1,Good,Poor,0
30760,Blackall Tambo,31503,Outback - South,1,Good,Poor,0
30900,Boulia,31503,Outback - South,1,Good,Poor,0
31000,Brisbane,30101,Capalaba,0.0060929,Poor,Poor,1
31000,Brisbane,30103,Wynnum - Manly,0.0587354,Poor,Poor,0
31000,Brisbane,30201,Bald Hills - Everton Park,0.0370611,Poor,Poor,0
31000,Brisbane,30202,Chermside,0.0597591,Poor,Poor,0
31000,Brisbane,30203,Nundah,0.0345963,Poor,Poor,0
31000,Brisbane,30204,Sandgate,0.0491759,Poor,Poor,0
31000,Brisbane,30301,Carindale,0.0436925,Poor,Poor,0
31000,Brisbane,30302,Holland Park - Yeronga,0.0638367,Poor,Poor,0
31000,Brisbane,30303,Mt Gravatt,0.0639189,Poor,Poor,0
31000,Brisbane,30304,Nathan,0.032124,Poor,Poor,0
31000,Brisbane,30305,Rocklea - Acacia Ridge,0.0546636,Poor,Poor,0
31000,Brisbane,30306,Sunnybank,0.04037,Poor,Poor,0
31000,Brisbane,30401,Centenary,0.0265918,Poor,Poor,0
31000,Brisbane,30402,Kenmore - Brookfield - Moggill,0.0384489,Poor,Poor,0
31000,Brisbane,30403,Sherwood - Indooroopilly,0.0436933,Poor,Poor,0
31000,Brisbane,30404,The Gap - Enoggera,0.0435962,Poor,Poor,0
31000,Brisbane,30501,Brisbane Inner,0.070349,Poor,Poor,0
31000,Brisbane,30502,Brisbane Inner - East,0.0357048,Poor,Poor,0
31000,Brisbane,30503,Brisbane Inner - North,0.0805386,Poor,Poor,0
31000,Brisbane,30504,Brisbane Inner - West,0.0484631,Poor,Poor,0
31000,Brisbane,31001,Forest Lake - Oxley,0.0634159,Poor,Poor,0
31000,Brisbane,31002,Ipswich Hinterland,1e-07,Poor,Poor,1
31000,Brisbane,31003,Ipswich Inner,0.0049176,Poor,Poor,1
31000,Brisbane,31305,Redcliffe,0.0002543,Poor,Poor,1
31750,Bulloo,31503,Outback - South,1,Good,Poor,0
31820,Bundaberg,31901,Bundaberg,0.945406,Good,Poor,0
31820,Bundaberg,31902,Burnett,0.054594,Acceptable,Poor,0
31900,Burdekin,31801,Charters Towers - Ayr - Ingham,0.9972368,Good,Poor,0
31900,Burdekin,31802,Townsville,0.0027632,Good,Poor,1
31950,Burke,31502,Outback - North,1,Good,Poor,0
32080,Cairns,30601,Cairns - North,0.3457993,Poor,Poor,0
32080,Cairns,30602,Cairns - South,0.6321696,Poor,Poor,0
32080,Cairns,30603,Innisfail - Cassowary Coast,0.0220311,Acceptable,Poor,0
32250,Carpentaria,31502,Outback - North,1,Good,Poor,0
32260,Cassowary Coast,30603,Innisfail - Cassowary Coast,1,Acceptable,Poor,0
32270,Central Highlands (Qld),30801,Central Highlands (Qld),1,Good,Poor,0
32310,Charters Towers,31801,Charters Towers - Ayr - Ingham,1,Good,Poor,0
32330,Cherbourg,31902,Burnett,1,Acceptable,Poor,0
32450,Cloncurry,31502,Outback - North,1,Good,Poor,0
32500,Cook,31501,Far North,1,Acceptable,Poor,0
32600,Croydon,31501,Far North,1,Acceptable,Poor,0
32750,Diamantina,31503,Outback - South,1,Good,Poor,0
32770,Doomadgee,31502,Outback - North,1,Good,Poor,0
32810,Douglas,30604,Port Douglas - Daintree,0.9935057,Good,Poor,0
32810,Douglas,31501,Far North,0.0064943,Acceptable,Poor,1
33100,Etheridge,31501,Far North,1,Acceptable,Poor,0
33200,Flinders (Qld),31502,Outback - North,1,Good,Poor,0
33220,Fraser Coast,31903,Gympie - Cooloola,4.59e-05,Good,Poor,1
33220,Fraser Coast,31904,Hervey Bay,0.5719154,Poor,Poor,0
33220,Fraser Coast,31905,Maryborough,0.4280386,Poor,Poor,0
33360,Gladstone,30805,Gladstone,1,Good,Poor,0
33430,Gold Coast,30901,Broadbeach - Burleigh,0.1061693,Poor,Poor,0
33430,Gold Coast,30902,Coolangatta,0.0920134,Poor,Poor,0
33430,Gold Coast,30903,Gold Coast - North,0.1111308,Poor,Poor,0
33430,Gold Coast,30904,Gold Coast Hinterland,0.0070059,Poor,Poor,1
33430,Gold Coast,30905,Mudgeeraba - Tallebudgera,0.0576306,Poor,Poor,0
33430,Gold Coast,30906,Nerang,0.1114345,Poor,Poor,0
33430,Gold Coast,30907,Ormeau - Oxenford,0.2529164,Poor,Poor,0
33430,Gold Coast,30908,Robina,0.0862391,Poor,Poor,0
33430,Gold Coast,30909,Southport,0.1031946,Poor,Poor,0
33430,Gold Coast,30910,Surfers Paradise,0.0722654,Poor,Poor,0
33610,Goondiwindi,30701,Darling Downs (West) - Maranoa,1,Acceptable,Poor,0
33620,Gympie,31902,Burnett,0.0001879,Acceptable,Poor,1
33620,Gympie,31903,Gympie - Cooloola,0.9980096,Good,Poor,0
33620,Gympie,31905,Maryborough,0.0018026,Poor,Poor,1
33800,Hinchinbrook,31801,Charters Towers - Ayr - Ingham,1,Good,Poor,0
33830,Hope Vale,31501,Far North,1,Acceptable,Poor,0
33960,Ipswich,31002,Ipswich Hinterland,0.0620847,Poor,Poor,0
33960,Ipswich,31003,Ipswich Inner,0.4791154,Poor,Poor,0
33960,Ipswich,31004,Springfield - Redbank,0.4587999,Poor,Poor,0
33980,Isaac,31201,Bowen Basin - North,1,Acceptable,Poor,0
34420,Kowanyama,31501,Far North,1,Acceptable,Poor,0
