SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2024,SED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
125041717,Parramatta - North,10064,Parramatta,0.9227799,Good,Acceptable,0
125041718,Parramatta - South,10064,Parramatta,1,Good,Acceptable,0
125041719,Rosehill - Harris Park,10064,Parramatta,1,Good,Acceptable,0
126011496,Pennant Hills - Cheltenham,10037,Hornsby,0.2337009,Acceptable,Acceptable,0
126011496,Pennant Hills - Cheltenham,10086,Wahroonga,0.3005054,Acceptable,Acceptable,0
126011496,Pennant Hills - Cheltenham,10028,Epping,0.4657937,Acceptable,Acceptable,0
126011720,Epping (East) - North Epping,10028,Epping,1,Acceptable,Acceptable,0
126011721,Epping (NSW) - West,10072,Ryde,0.1608031,Acceptable,Acceptable,0
126011721,Epping (NSW) - West,10028,Epping,0.8391969,Acceptable,Acceptable,0
126021498,Gladesville - Huntleys Point,10043,Lane Cove,1,Acceptable,Acceptable,0
126021499,Hunters Hill - Woolwich,10043,Lane Cove,1,Acceptable,Acceptable,0
126021500,Macquarie Park - Marsfield,10043,Lane Cove,0.0303993,Acceptable,Acceptable,0
126021500,Macquarie Park - Marsfield,10072,Ryde,0.9696007,Acceptable,Acceptable,0
126021501,North Ryde - East Ryde,10072,Ryde,0.4076169,Acceptable,Acceptable,0
126021501,North Ryde - East Ryde,10043,Lane Cove,0.5923831,Acceptable,Acceptable,0
126021503,West Ryde - Meadowbank,10072,Ryde,1,Acceptable,Acceptable,0
126021590,Putney,10043,Lane Cove,1,Acceptable,Acceptable,0
126021722,Denistone,10072,Ryde,1,Acceptable,Acceptable,0
126021723,Eastwood,10072,Ryde,1,Acceptable,Acceptable,0
126021724,Ryde - North,10043,Lane Cove,0.1575339,Acceptable,Acceptable,0
126021724,Ryde - North,10072,Ryde,0.8424661,Acceptable,Acceptable,0
126021725,Ryde - South,10043,Lane Cove,0.3866966,Acceptable,Acceptable,0
126021725,Ryde - South,10072,Ryde,0.6133034,Acceptable,Acceptable,0
127011504,Ashcroft - Busby - Miller,10046,Liverpool,1,Acceptable,Acceptable,0
127011505,Austral - Greendale,10003,Badgerys Creek,0.1884978,Good,Acceptable,0
127011505,Austral - Greendale,10044,Leppington,0.8115022,Acceptable,Acceptable,0
127011592,Badgerys Creek,10003,Badgerys Creek,1,Good,Acceptable,0
127011593,Cecil Hills,10046,Liverpool,1,Acceptable,Acceptable,0
127011594,Green Valley,10046,Liverpool,1,Acceptable,Acceptable,0
127011595,Hinchinbrook,10046,Liverpool,1,Acceptable,Acceptable,0
127011596,Hoxton Park - Carnes Hill - Horningsea Park,10044,Leppington,1,Acceptable,Acceptable,0
127011597,West Hoxton - Middleton Grange,10044,Leppington,1,Acceptable,Acceptable,0
127011726,Cobbitty - Bringelly,10013,Camden,0.309406,Good,Acceptable,0
127011726,Cobbitty - Bringelly,10003,Badgerys Creek,0.690594,Good,Acceptable,0
127011727,Gledswood Hills - Gregory Hills,10013,Camden,1,Good,Acceptable,0
127011728,Leppington - Catherine Field,10003,Badgerys Creek,0.0842223,Good,Acceptable,0
127011728,Leppington - Catherine Field,10044,Leppington,0.9157777,Acceptable,Acceptable,0
127011729,Oran Park,10003,Badgerys Creek,1,Good,Acceptable,0
127021509,Bonnyrigg Heights - Bonnyrigg,10012,Cabramatta,0.2620323,Acceptable,Acceptable,0
127021509,Bonnyrigg Heights - Bonnyrigg,10046,Liverpool,0.7379677,Acceptable,Acceptable,0
127021510,Bossley Park - Abbotsbury,10012,Cabramatta,1,Acceptable,Acceptable,0
127021511,Cabramatta - Lansvale,10012,Cabramatta,1,Acceptable,Acceptable,0
127021512,Cabramatta West - Mount Pritchard,10046,Liverpool,0.1019425,Acceptable,Acceptable,0
127021512,Cabramatta West - Mount Pritchard,10012,Cabramatta,0.8980575,Acceptable,Acceptable,0
127021513,Canley Vale - Canley Heights,10012,Cabramatta,0.3241121,Acceptable,Acceptable,0
127021513,Canley Vale - Canley Heights,10029,Fairfield,0.6758879,Acceptable,Acceptable,0
127021514,Edensor Park,10012,Cabramatta,1,Acceptable,Acceptable,0
127021515,Fairfield,10029,Fairfield,1,Acceptable,Acceptable,0
127021516,Fairfield - West,10069,Prospect,0.0428363,Acceptable,Acceptable,0
127021516,Fairfield - West,10029,Fairfield,0.9571637,Acceptable,Acceptable,0
127021517,Greenfield Park - Prairiewood,10029,Fairfield,0.0147987,Acceptable,Acceptable,0
127021517,Greenfield Park - Prairiewood,10069,Prospect,0.3763043,Acceptable,Acceptable,0
127021517,Greenfield Park - Prairiewood,10012,Cabramatta,0.6088971,Acceptable,Acceptable,0
127021518,Horsley Park - Kemps Creek,10069,Prospect,0.0027734,Acceptable,Acceptable,1
127021518,Horsley Park - Kemps Creek,10003,Badgerys Creek,0.9972266,Good,Acceptable,0
127021519,Smithfield - Wetherill Park,10029,Fairfield,0.2894935,Acceptable,Acceptable,0
127021519,Smithfield - Wetherill Park,10069,Prospect,0.7105065,Acceptable,Acceptable,0
127021520,St Johns Park - Wakeley,10029,Fairfield,0.4367573,Acceptable,Acceptable,0
127021520,St Johns Park - Wakeley,10012,Cabramatta,0.5632427,Acceptable,Acceptable,0
127021521,Wetherill Park Industrial,10069,Prospect,1,Acceptable,Acceptable,0
127031522,Casula,10036,Holsworthy,0.3621055,Poor,Acceptable,0
127031522,Casula,10048,Macquarie Fields,0.6378945,Good,Acceptable,0
127031523,Chipping Norton - Moorebank,10036,Holsworthy,1,Poor,Acceptable,0
127031524,Holsworthy - Wattle Grove,10036,Holsworthy,1,Poor,Acceptable,0
127031599,Lurnea - Cartwright,10046,Liverpool,0.2059893,Acceptable,Acceptable,0
127031599,Lurnea - Cartwright,10036,Holsworthy,0.7940107,Poor,Acceptable,0
127031601,Warwick Farm,10046,Liverpool,1,Acceptable,Acceptable,0
127031730,Edmondson Park,10048,Macquarie Fields,1,Good,Acceptable,0
127031731,Liverpool - East,10036,Holsworthy,0.4093151,Poor,Acceptable,0
127031731,Liverpool - East,10046,Liverpool,0.5906849,Acceptable,Acceptable,0
127031732,Liverpool - West,10036,Holsworthy,0.2995498,Poor,Acceptable,0
127031732,Liverpool - West,10046,Liverpool,0.7004502,Acceptable,Acceptable,0
127031733,Prestons,10046,Liverpool,6.00E-07,Acceptable,Acceptable,1
127031733,Prestons,10036,Holsworthy,0.1872714,Poor,Acceptable,0
127031733,Prestons,10044,Leppington,0.8127279,Acceptable,Acceptable,0
128011529,Gymea - Grays Point,10052,Miranda,0.3364801,Poor,Acceptable,0
128011529,Gymea - Grays Point,10023,Cronulla,0.6635199,Acceptable,Acceptable,0
128011530,Miranda - Yowie Bay,10023,Cronulla,0.2443176,Acceptable,Acceptable,0
128011530,Miranda - Yowie Bay,10052,Miranda,0.7556824,Poor,Acceptable,0
128011531,Sylvania - Taren Point,10052,Miranda,1,Poor,Acceptable,0
128011602,Caringbah,10052,Miranda,0.2216906,Poor,Acceptable,0
128011602,Caringbah,10023,Cronulla,0.7783094,Acceptable,Acceptable,0
128011603,Caringbah South,10023,Cronulla,1,Acceptable,Acceptable,0
128011604,Cronulla - Kurnell - Bundeena,10034,Heathcote,0.1090089,Acceptable,Acceptable,0
128011604,Cronulla - Kurnell - Bundeena,10023,Cronulla,0.8909911,Acceptable,Acceptable,0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,10023,Cronulla,1,Acceptable,Acceptable,0
128011606,Woolooware - Burraneer,10023,Cronulla,1,Acceptable,Acceptable,0
128021533,Heathcote - Waterfall,10034,Heathcote,1,Acceptable,Acceptable,0
128021534,Illawong - Alfords Point,10036,Holsworthy,0.2955776,Poor,Acceptable,0
128021534,Illawong - Alfords Point,10052,Miranda,0.7044224,Poor,Acceptable,0
128021535,Menai - Lucas Heights - Woronora,10034,Heathcote,0.0396865,Acceptable,Acceptable,0
128021535,Menai - Lucas Heights - Woronora,10052,Miranda,0.3520015,Poor,Acceptable,0
128021535,Menai - Lucas Heights - Woronora,10036,Holsworthy,0.6083119,Poor,Acceptable,0
128021536,Oyster Bay - Como - Jannali,10052,Miranda,1,Poor,Acceptable,0
128021537,Royal National Park,10034,Heathcote,1,Acceptable,Acceptable,0
128021538,Sutherland - Kirrawee,10023,Cronulla,0.182192,Acceptable,Acceptable,0
128021538,Sutherland - Kirrawee,10052,Miranda,0.2080761,Poor,Acceptable,0
128021538,Sutherland - Kirrawee,10034,Heathcote,0.6097318,Acceptable,Acceptable,0
128021607,Engadine,10034,Heathcote,1,Acceptable,Acceptable,0
128021608,Loftus - Yarrawarrah,10034,Heathcote,1,Acceptable,Acceptable,0
128021609,Woronora Heights,10034,Heathcote,1,Acceptable,Acceptable,0
197979799,Migratory - Offshore - Shipping (NSW),19797,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
199999499,No usual address (NSW),19494,No usual address (NSW),1,Good,Good,0
201011001,Alfredton,27308,Ripon (Western Victoria),0.297078,Acceptable,Acceptable,0
201011001,Alfredton,28508,Wendouree (Western Victoria),0.702922,Acceptable,Acceptable,0
201011002,Ballarat,22608,Eureka (Western Victoria),0.0139933,Good,Acceptable,0
201011002,Ballarat,28508,Wendouree (Western Victoria),0.9860067,Acceptable,Acceptable,0
201011005,Buninyong,22608,Eureka (Western Victoria),1,Good,Acceptable,0
201011006,Delacombe,27308,Ripon (Western Victoria),0.0701949,Acceptable,Acceptable,0
201011006,Delacombe,28508,Wendouree (Western Victoria),0.9298051,Acceptable,Acceptable,0
201011007,Smythes Creek,27308,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201011008,Wendouree - Miners Rest,27308,Ripon (Western Victoria),0.326422,Acceptable,Acceptable,0
201011008,Wendouree - Miners Rest,28508,Wendouree (Western Victoria),0.673578,Acceptable,Acceptable,0
201011481,Ballarat East - Warrenheip,22608,Eureka (Western Victoria),1,Good,Acceptable,0
201011482,Ballarat North - Invermay,27308,Ripon (Western Victoria),0.0765377,Acceptable,Acceptable,0
201011482,Ballarat North - Invermay,22608,Eureka (Western Victoria),0.1452838,Good,Acceptable,0
201011482,Ballarat North - Invermay,28508,Wendouree (Western Victoria),0.7781785,Acceptable,Acceptable,0
201011483,Canadian - Mount Clear,22608,Eureka (Western Victoria),1,Good,Acceptable,0
201011484,Sebastopol - Redan,28508,Wendouree (Western Victoria),1,Acceptable,Acceptable,0
201021009,Bacchus Marsh Surrounds,24504,Macedon (Northern Victoria),0.1251081,Good,Acceptable,0
201021009,Bacchus Marsh Surrounds,22608,Eureka (Western Victoria),0.8748919,Good,Acceptable,0
201021010,Creswick - Clunes,22608,Eureka (Western Victoria),0.0045881,Good,Acceptable,1
201021010,Creswick - Clunes,27308,Ripon (Western Victoria),0.9954119,Acceptable,Acceptable,0
201021011,Daylesford,27308,Ripon (Western Victoria),0.0620993,Acceptable,Acceptable,0
201021011,Daylesford,24504,Macedon (Northern Victoria),0.9379007,Good,Acceptable,0
201021012,Gordon (Vic.),27308,Ripon (Western Victoria),0.0111393,Acceptable,Acceptable,0
201021012,Gordon (Vic.),22608,Eureka (Western Victoria),0.9888607,Good,Acceptable,0
201031013,Avoca,27308,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031014,Beaufort,27308,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031015,Golden Plains - North,22608,Eureka (Western Victoria),0.2959829,Good,Acceptable,0
201031015,Golden Plains - North,27308,Ripon (Western Victoria),0.7040171,Acceptable,Acceptable,0
201031016,Maryborough (Vic.),27308,Ripon (Western Victoria),1,Acceptable,Acceptable,0
201031017,Maryborough Surrounds,20804,Bendigo West (Northern Victoria),0.0021858,Acceptable,Acceptable,1
201031017,Maryborough Surrounds,27308,Ripon (Western Victoria),0.9978142,Acceptable,Acceptable,0
202011018,Bendigo,20704,Bendigo East (Northern Victoria),0.1426325,Acceptable,Acceptable,0
202011018,Bendigo,20804,Bendigo West (Northern Victoria),0.8573675,Acceptable,Acceptable,0
202011019,California Gully - Eaglehawk,20804,Bendigo West (Northern Victoria),0.2079371,Acceptable,Acceptable,0
202011019,California Gully - Eaglehawk,20704,Bendigo East (Northern Victoria),0.7920629,Acceptable,Acceptable,0
202011020,East Bendigo - Kennington,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011021,Flora Hill - Spring Gully,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011022,Kangaroo Flat - Golden Square,20704,Bendigo East (Northern Victoria),0.0840024,Acceptable,Acceptable,0
202011022,Kangaroo Flat - Golden Square,20804,Bendigo West (Northern Victoria),0.9159976,Acceptable,Acceptable,0
202011023,Maiden Gully,20804,Bendigo West (Northern Victoria),1,Acceptable,Acceptable,0
202011024,Strathfieldsaye,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202011025,White Hills - Ascot,20704,Bendigo East (Northern Victoria),1,Acceptable,Acceptable,0
202021026,Bendigo Surrounds - South,24504,Macedon (Northern Victoria),0.0016797,Good,Acceptable,1
202021026,Bendigo Surrounds - South,27308,Ripon (Western Victoria),0.0045571,Acceptable,Acceptable,1
202021026,Bendigo Surrounds - South,22704,Euroa (Northern Victoria),0.0112722,Good,Acceptable,0
202021026,Bendigo Surrounds - South,20704,Bendigo East (Northern Victoria),0.4101913,Acceptable,Acceptable,0
202021026,Bendigo Surrounds - South,20804,Bendigo West (Northern Victoria),0.5722997,Acceptable,Acceptable,0
202021027,Castlemaine,20804,Bendigo West (Northern Victoria),1,Acceptable,Acceptable,0
202021028,Castlemaine Surrounds,27308,Ripon (Western Victoria),0.0009794,Acceptable,Acceptable,1
202021028,Castlemaine Surrounds,20704,Bendigo East (Northern Victoria),0.0171389,Acceptable,Acceptable,0
202021028,Castlemaine Surrounds,22704,Euroa (Northern Victoria),0.0211542,Good,Acceptable,0
202021028,Castlemaine Surrounds,24504,Macedon (Northern Victoria),0.2303084,Good,Acceptable,0
202021028,Castlemaine Surrounds,20804,Bendigo West (Northern Victoria),0.7304191,Acceptable,Acceptable,0
202021029,Heathcote,20704,Bendigo East (Northern Victoria),0.1714833,Acceptable,Acceptable,0
202021029,Heathcote,22704,Euroa (Northern Victoria),0.8285167,Good,Acceptable,0
202021030,Kyneton,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
202021031,Woodend,24504,Macedon (Northern Victoria),1,Good,Acceptable,0
202031032,Bendigo Surrounds - North,27308,Ripon (Western Victoria),0.0101774,Acceptable,Acceptable,0
202031032,Bendigo Surrounds - North,20804,Bendigo West (Northern Victoria),0.1162169,Acceptable,Acceptable,0
202031032,Bendigo Surrounds - North,20704,Bendigo East (Northern Victoria),0.8736057,Acceptable,Acceptable,0
202031033,Loddon,20704,Bendigo East (Northern Victoria),0.0831012,Acceptable,Acceptable,0
202031033,Loddon,25604,Murray Plains (Northern Victoria),0.3476816,Good,Acceptable,0
202031033,Loddon,27308,Ripon (Western Victoria),0.5692172,Acceptable,Acceptable,0
203011034,Bannockburn,23108,Geelong (Western Victoria),1,Acceptable,Acceptable,0
203011035,Golden Plains - South,23108,Geelong (Western Victoria),0.0159135,Acceptable,Acceptable,0
203011035,Golden Plains - South,22608,Eureka (Western Victoria),0.9840865,Good,Acceptable,0
203011036,Winchelsea,27708,South Barwon (Western Victoria),0.2917066,Acceptable,Acceptable,0
203011036,Winchelsea,26808,Polwarth (Western Victoria),0.7082934,Good,Acceptable,0
203021037,Belmont,27708,South Barwon (Western Victoria),0.3331987,Acceptable,Acceptable,0
203021037,Belmont,23108,Geelong (Western Victoria),0.6668013,Acceptable,Acceptable,0
203021039,Geelong,23108,Geelong (Western Victoria),1,Acceptable,Acceptable,0
203021040,Geelong West - Hamlyn Heights,24208,Lara (Western Victoria),0.307836,Good,Acceptable,0
203021040,Geelong West - Hamlyn Heights,23108,Geelong (Western Victoria),0.692164,Acceptable,Acceptable,0
203021042,Highton,27708,South Barwon (Western Victoria),1,Acceptable,Acceptable,0
203021043,Lara,24208,Lara (Western Victoria),1,Good,Acceptable,0
203021044,Leopold,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203021045,Newcomb - Moolap,23108,Geelong (Western Victoria),1,Acceptable,Acceptable,0
203021046,Newtown (Vic.),23108,Geelong (Western Victoria),1,Acceptable,Acceptable,0
203021047,North Geelong - Bell Park,24208,Lara (Western Victoria),1,Good,Acceptable,0
203021485,Charlemont,27708,South Barwon (Western Victoria),1,Acceptable,Acceptable,0
203021486,Corio - Lovely Banks,24208,Lara (Western Victoria),1,Good,Acceptable,0
203021487,Grovedale - Mount Duneed,27708,South Barwon (Western Victoria),1,Acceptable,Acceptable,0
203021488,Norlane,24208,Lara (Western Victoria),1,Good,Acceptable,0
203031048,Clifton Springs,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031049,Lorne - Anglesea,26808,Polwarth (Western Victoria),1,Good,Acceptable,0
203031051,Portarlington,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031052,Point Lonsdale - Queenscliff,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
203031053,Torquay,27708,South Barwon (Western Victoria),0.0171673,Acceptable,Acceptable,0
203031053,Torquay,26808,Polwarth (Western Victoria),0.9828327,Good,Acceptable,0
203031489,Barwon Heads - Armstrong Creek,20508,Bellarine (Western Victoria),0.441282,Good,Acceptable,0
203031489,Barwon Heads - Armstrong Creek,27708,South Barwon (Western Victoria),0.558718,Acceptable,Acceptable,0
203031490,Ocean Grove,20508,Bellarine (Western Victoria),1,Good,Acceptable,0
204011054,Alexandra,22304,Eildon (Northern Victoria),1,Good,Acceptable,0
204011055,Euroa,22304,Eildon (Northern Victoria),0.001445,Good,Acceptable,1
204011055,Euroa,22704,Euroa (Northern Victoria),0.998555,Good,Acceptable,0
204011056,Kilmore - Broadford,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011057,Mansfield (Vic.),22304,Eildon (Northern Victoria),1,Good,Acceptable,0
204011058,Nagambie,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011059,Seymour,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011060,Seymour Surrounds,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204011061,Upper Yarra Valley,22304,Eildon (Northern Victoria),1,Good,Acceptable,0
204011062,Yea,22704,Euroa (Northern Victoria),0.0078976,Good,Acceptable,1
204011062,Yea,22304,Eildon (Northern Victoria),0.9921024,Good,Acceptable,0
204021063,Benalla,22704,Euroa (Northern Victoria),1,Good,Acceptable,0
204021064,Benalla Surrounds,27604,Shepparton (Northern Victoria),0.0115971,Good,Acceptable,0
204021064,Benalla Surrounds,22704,Euroa (Northern Victoria),0.9884029,Good,Acceptable,0
204021065,Rutherglen,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204021066,Wangaratta,26404,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204021067,Wangaratta Surrounds,26404,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204031068,Beechworth,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031069,Bright - Mount Beauty,26404,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204031070,Chiltern - Indigo Valley,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031071,Myrtleford,26404,Ovens Valley (Northern Victoria),1,Good,Acceptable,0
204031072,Towong,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031073,West Wodonga,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031075,Yackandandah,26404,Ovens Valley (Northern Victoria),0.0076566,Good,Acceptable,1
204031075,Yackandandah,20604,Benambra (Northern Victoria),0.9923434,Good,Acceptable,0
204031491,Baranduda - Leneva,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
204031492,Wodonga,20604,Benambra (Northern Victoria),1,Good,Acceptable,0
205011076,Drouin,25701,Narracan (Eastern Victoria),1,Good,Acceptable,0
205011077,Mount Baw Baw Region,25401,Morwell (Eastern Victoria),0.0338859,Good,Acceptable,0
205011077,Mount Baw Baw Region,25701,Narracan (Eastern Victoria),0.9661141,Good,Acceptable,0
205011078,Trafalgar (Vic.),25401,Morwell (Eastern Victoria),1.20E-06,Good,Acceptable,1
205011078,Trafalgar (Vic.),23301,Gippsland South (Eastern Victoria),0.0020332,Good,Acceptable,1
205011078,Trafalgar (Vic.),25701,Narracan (Eastern Victoria),0.9979656,Good,Acceptable,0
205011079,Warragul,25701,Narracan (Eastern Victoria),1,Good,Acceptable,0
205021080,Alps - East,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021081,Bairnsdale,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021082,Bruthen - Omeo,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021083,Lake King,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021084,Lakes Entrance,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021085,Orbost,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205021086,Paynesville,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205031087,Foster,23301,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205031088,French Island,23601,Hastings (Eastern Victoria),1,Good,Acceptable,0
205031089,Korumburra,25701,Narracan (Eastern Victoria),0.0068125,Good,Acceptable,1
205031089,Korumburra,20301,Bass (Eastern Victoria),0.0244916,Good,Acceptable,0
205031089,Korumburra,23301,Gippsland South (Eastern Victoria),0.9686958,Good,Acceptable,0
205031090,Leongatha,25701,Narracan (Eastern Victoria),0.0009588,Good,Acceptable,1
205031090,Leongatha,23301,Gippsland South (Eastern Victoria),0.9990412,Good,Acceptable,0
205031091,Phillip Island,20301,Bass (Eastern Victoria),1,Good,Acceptable,0
205031092,Wilsons Promontory,23301,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205031093,Wonthaggi - Inverloch,23301,Gippsland South (Eastern Victoria),0.0020905,Good,Acceptable,1
205031093,Wonthaggi - Inverloch,20301,Bass (Eastern Victoria),0.9979095,Good,Acceptable,0
205041094,Churchill,23301,Gippsland South (Eastern Victoria),0.3184457,Good,Acceptable,0
205041094,Churchill,25401,Morwell (Eastern Victoria),0.6815543,Good,Acceptable,0
205041095,Moe - Newborough,25701,Narracan (Eastern Victoria),0.0010936,Good,Acceptable,1
205041095,Moe - Newborough,25401,Morwell (Eastern Victoria),0.9989064,Good,Acceptable,0
205041096,Morwell,25401,Morwell (Eastern Victoria),1,Good,Acceptable,0
205041098,Yallourn North - Glengarry,25701,Narracan (Eastern Victoria),0.0070107,Good,Acceptable,1
205041098,Yallourn North - Glengarry,23301,Gippsland South (Eastern Victoria),0.2268474,Good,Acceptable,0
205041098,Yallourn North - Glengarry,25401,Morwell (Eastern Victoria),0.7661419,Good,Acceptable,0
205041493,Traralgon - East,25401,Morwell (Eastern Victoria),1,Good,Acceptable,0
205041494,Traralgon - West,25401,Morwell (Eastern Victoria),1,Good,Acceptable,0
205051099,Alps - West,23201,Gippsland East (Eastern Victoria),1,Good,Acceptable,0
205051100,Longford - Loch Sport,23201,Gippsland East (Eastern Victoria),0.086452,Good,Acceptable,0
205051100,Longford - Loch Sport,23301,Gippsland South (Eastern Victoria),0.913548,Good,Acceptable,0
205051101,Maffra,23301,Gippsland South (Eastern Victoria),0.0098311,Good,Acceptable,1
205051101,Maffra,23201,Gippsland East (Eastern Victoria),0.9901689,Good,Acceptable,0
205051102,Rosedale,23301,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205051103,Sale,23301,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
205051104,Yarram,23301,Gippsland South (Eastern Victoria),1,Good,Acceptable,0
206011106,Brunswick East,21403,Brunswick (Northern Metropolitan),1,Good,Acceptable,0
206011107,Brunswick West,26603,Pascoe Vale (Northern Metropolitan),0.3572408,Good,Acceptable,0
206011107,Brunswick West,21403,Brunswick (Northern Metropolitan),0.6427592,Good,Acceptable,0
206011109,Pascoe Vale South,26603,Pascoe Vale (Northern Metropolitan),1,Good,Acceptable,0
206011495,Brunswick - North,21403,Brunswick (Northern Metropolitan),1,Good,Acceptable,0
206011496,Brunswick - South,21403,Brunswick (Northern Metropolitan),1,Good,Acceptable,0
206011497,Coburg - East,26603,Pascoe Vale (Northern Metropolitan),1,Good,Acceptable,0
206011498,Coburg - West,26603,Pascoe Vale (Northern Metropolitan),1,Good,Acceptable,0
206021110,Alphington - Fairfield,26203,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021112,Thornbury,26203,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021499,Northcote - East,26203,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206021500,Northcote - West,26203,Northcote (Northern Metropolitan),1,Acceptable,Acceptable,0
206031113,Ascot Vale,22503,Essendon (Northern Metropolitan),1,Good,Acceptable,0
206031115,Flemington,22503,Essendon (Northern Metropolitan),1,Good,Acceptable,0
206031116,Moonee Ponds,26107,Niddrie (Western Metropolitan),0.0230277,Acceptable,Acceptable,0
206031116,Moonee Ponds,22503,Essendon (Northern Metropolitan),0.9769723,Good,Acceptable,0
206031501,Essendon (West) - Aberfeldie,22503,Essendon (Northern Metropolitan),0.4823541,Good,Acceptable,0
206031501,Essendon (West) - Aberfeldie,26107,Niddrie (Western Metropolitan),0.5176459,Acceptable,Acceptable,0
206031502,Essendon - East,22503,Essendon (Northern Metropolitan),1,Good,Acceptable,0
206041117,Carlton,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041118,Docklands,20106,Albert Park (Southern Metropolitan),0.1394124,Acceptable,Acceptable,0
206041118,Docklands,24703,Melbourne (Northern Metropolitan),0.8605876,Good,Acceptable,0
206041119,East Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041120,Flemington Racecourse,22503,Essendon (Northern Metropolitan),1,Good,Acceptable,0
206041121,Kensington (Vic.),24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041124,Parkville,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041125,South Yarra - West,26906,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206041127,West Melbourne - Industrial,20106,Albert Park (Southern Metropolitan),3.30E-06,Acceptable,Acceptable,1
206041127,West Melbourne - Industrial,24703,Melbourne (Northern Metropolitan),0.9999967,Good,Acceptable,0
206041503,Melbourne CBD - East,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041504,Melbourne CBD - North,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041505,Melbourne CBD - West,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041506,North Melbourne,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206041507,Royal Botanic Gardens Victoria,26906,Prahran (Southern Metropolitan),1,Acceptable,Acceptable,0
206041508,Southbank (West) - South Wharf,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206041509,Southbank - East,26906,Prahran (Southern Metropolitan),0.2469432,Acceptable,Acceptable,0
206041509,Southbank - East,20106,Albert Park (Southern Metropolitan),0.7530568,Acceptable,Acceptable,0
206041510,West Melbourne - Residential,24703,Melbourne (Northern Metropolitan),1,Good,Acceptable,0
206051128,Albert Park,26906,Prahran (Southern Metropolitan),0.3624593,Acceptable,Acceptable,0
206051128,Albert Park,20106,Albert Park (Southern Metropolitan),0.6375407,Acceptable,Acceptable,0
206051129,Elwood,21206,Brighton (Southern Metropolitan),1,Good,Acceptable,0
206051130,Port Melbourne,20106,Albert Park (Southern Metropolitan),1,Acceptable,Acceptable,0
206051134,St Kilda East,26906,Prahran (Southern Metropolitan),0.2594331,Acceptable,Acceptable,0
206051134,St Kilda East,21806,Caulfield (Southern Metropolitan),0.7405669,Good,Acceptable,0
